178 13
1 0.956616 0.191700 0.641256 0.503448 0.782609 0.627586 0.573840 0.172414 0.593060 0.386667 0.455285 0.973333 0.633711 
1 0.882140 0.205534 0.511211 0.351724 0.614907 0.575862 0.510549 0.149425 0.274448 0.281667 0.463415 0.800000 0.624777 
1 0.879248 0.320158 0.748879 0.606897 0.621118 0.627586 0.611814 0.195402 0.757098 0.390000 0.447154 0.723333 0.705182 
1 0.966739 0.239130 0.672646 0.544828 0.695652 0.989655 0.664557 0.126437 0.558360 0.566667 0.308943 0.816667 0.880881 
1 0.885033 0.365613 0.838565 0.689655 0.726708 0.627586 0.495781 0.298851 0.444795 0.276667 0.455285 0.643333 0.437165 
1 0.954447 0.201581 0.650224 0.489655 0.689441 0.789655 0.643460 0.241379 0.492114 0.479167 0.463415 0.616667 0.863014 
1 0.968185 0.223320 0.650224 0.468966 0.590062 0.524138 0.459916 0.195402 0.495268 0.354167 0.439024 0.860000 0.767719 
1 0.944324 0.278656 0.721973 0.572414 0.745342 0.558621 0.457806 0.206897 0.264984 0.337500 0.471545 0.860000 0.770697 
1 1.000000 0.177866 0.524664 0.448276 0.596273 0.627586 0.556962 0.183908 0.495268 0.350000 0.487805 0.616667 0.621799 
1 0.929863 0.120553 0.569507 0.517241 0.602484 0.689655 0.592827 0.103448 0.454259 0.518333 0.430894 0.850000 0.621799 
1 0.947216 0.280632 0.582960 0.586207 0.645963 0.679310 0.628692 0.103448 0.621451 0.395833 0.626016 0.723333 0.898749 
1 0.948662 0.146245 0.591928 0.544828 0.583851 0.420690 0.440928 0.149425 0.365931 0.333333 0.560976 0.606667 0.761763 
1 0.921909 0.195652 0.632287 0.517241 0.546584 0.558621 0.510549 0.183908 0.441640 0.383333 0.544715 0.633333 0.785587 
1 0.994215 0.195652 0.623318 0.358621 0.559006 0.731034 0.706751 0.344828 0.757098 0.366667 0.626016 0.576667 0.684336 
1 0.967462 0.223320 0.618834 0.379310 0.627329 0.800000 0.696203 0.183908 0.804416 0.541667 0.585366 0.666667 0.920786 
1 0.913232 0.211462 0.762332 0.558621 0.689441 0.644828 0.542194 0.195402 0.331230 0.525000 0.650406 0.626667 0.779631 
1 0.961678 0.233202 0.771300 0.655172 0.739130 0.627586 0.590717 0.229885 0.492114 0.433333 0.479675 0.550000 0.761763 
1 0.927693 0.164032 0.726457 0.655172 0.708075 0.679310 0.645570 0.310345 0.413249 0.466667 0.528455 0.523333 0.672424 
1 0.953724 0.167984 0.663677 0.534483 0.664596 0.800000 0.757384 0.218391 0.457413 0.641667 0.609756 0.606667 1.000000 
1 0.913955 0.466403 0.699552 0.489655 0.714286 0.593103 0.567511 0.045977 0.394322 0.341667 0.390244 0.786667 0.502680 
1 0.944324 0.175889 0.573991 0.517241 0.776398 0.696552 0.597046 0.126437 0.533123 0.387500 0.495935 0.903333 0.463967 
1 0.862618 0.604743 0.739910 0.606897 0.627329 0.493103 0.436709 0.137931 0.495268 0.291667 0.447154 0.840000 0.458011 
1 0.919017 0.221344 0.609865 0.537931 0.621118 0.562069 0.535865 0.160920 0.403786 0.233333 0.512195 1.000000 0.615843 
1 0.856833 0.169960 0.681614 0.579310 0.583851 0.517241 0.428270 0.149425 0.331230 0.244167 0.495935 0.876667 0.603931 
1 0.903832 0.211462 0.721973 0.655172 0.590062 0.534483 0.478903 0.172414 0.394322 0.210000 0.520325 0.940000 0.502680 
1 0.871294 0.258893 0.995516 0.827586 0.763975 0.568966 0.493671 0.390805 0.476341 0.215000 0.528455 0.733333 0.493746 
