4805 7
4 737.15 740.75 684.47 675.82 847.58 750 42
4 718.88 726.29 654.54 661.73 832.97 830.37 27
4 718.18 704.32 667.59 665.71 835.11 770.14 217
4 715 701.68 675.23 666.71 816.37 765.42 48
2 710.55 708.44 660.81 663.71 809.21 767.66 47
2 707.07 688.22 668.01 653.73 818.33 763.15 89
4 706.12 707.6 656.1 655.86 804.92 712.94 34
4 702.31 685.2 656.75 657.47 809.83 758.33 239
4 702.17 694.12 651.64 636.09 826.83 766.54 52
2 694.59 677.41 654.23 664.09 782.63 763.9 41
4 693.48 692 632.18 630.73 819 784 10
4 690.56 665.44 642.21 653.6 800.99 728.7 223
4 689.18 678.14 649.8 647.92 780.87 747.77 175
4 687.25 656.4 631.89 658.81 801.9 740.41 97
5 686.55 675.07 631.29 654.61 785.23 743.3 115
4 686.42 663.37 634.69 655.99 791.65 726.72 360
4 686.1 679.03 626.69 636.95 801.75 749.09 11
2 685.89 666.35 641.54 650.5 785.19 720 39
4 685.25 676.54 624.23 641.48 798.76 665.06 83
4 682.58 657.92 630.15 652.2 790.06 701.94 186
2 680.41 663.57 627.02 645.54 785.5 735.81 93
4 680.25 664.83 624.42 647.27 784.48 706.64 211
2 680.1 662.05 639.15 640.82 778.36 748.86 185
4 678.96 662.56 631.08 650.21 771.99 702.75 51
4 678.64 668.05 612.48 637.63 796.39 636.84 38
3 678.5 673.99 622.88 639.68 777.47 732.52 238
4 678.21 652.57 643.1 648.76 768.4 781.9 84
4 676.66 651.38 630.66 651.61 773 578.38 111
5 675.08 667.18 631.09 642.77 759.3 680.95 42
4 675.08 677.2 618.42 631.05 773.66 692 20
4 674.96 652.49 626.02 646.95 774.38 699 40
4 674.58 645.44 638.64 642.48 771.76 757.08 192
4 673.49 642.6 626.15 655.38 769.83 728.09 47
4 673.33 662.16 615.03 632.15 783.96 685 36
2 673.22 644.01 642.94 642.29 763.65 808.24 17
4 673.2 649.99 632.43 640.19 770.2 672.62 103
4 672.71 647.91 631.03 646.45 765.45 708.03 122
4 671.81 646.28 635.9 645.39 759.67 703.53 34
4 671.79 660.97 626.87 636.48 762.85 717.83 46
4 671.53 647.68 624.78 640.2 773.45 720 13
4 671.15 662.01 621.75 637.57 763.25 701.82 11
4 671.14 650.04 621.72 640.56 772.24 726.51 43
2 671.13 647.03 632.68 648.86 755.97 722.07 58
4 670.91 652.87 630.25 645.56 754.96 735.58 113
4 670.62 653.17 612.83 631.35 785.14 636.07 478
4 669.91 621.75 641 640.28 776.6 705.47 32
4 669.17 662.12 629.34 640.6 744.63 778.54 41
4 668.33 634.33 613.29 628.05 797.65 666.67 24
4 667.87 630.61 628.17 618.73 793.96 697.84 37
2 667.32 645.13 621.48 631.13 771.55 735.49 164
4 666.4 638.73 619.66 632.86 774.37 735.94 192
4 666.25 649.47 616.78 638.45 760.32 685.45 11
4 666.23 644.53 612.11 633.33 774.96 713.75 32
4 665.67 638.14 625.36 631.38 767.78 706.71 82
4 665.53 646.95 625.1 645.74 744.35 735.74 141
4 664.81 622.77 632.34 638.15 765.98 677.93 58
4 664.41 639.61 621.39 636.31 760.32 713.85 247
4 663.64 643.57 617.68 616.86 776.44 665.56 18
4 663.39 630.88 628.69 642.48 751.5 729.06 64
4 662.83 627.66 623.71 645.44 754.5 676.92 26
4 662.8 643.02 613.82 634.81 759.54 740.49 82
2 662.75 651.64 597.15 624.87 777.34 729.38 32
2 661.65 635.72 619.89 629.94 761.07 724.87 152
4 661.41 645.12 620.5 624.03 755.98 712.31 26
4 661.05 631.99 623.84 638.93 749.43 702.11 114
4 661.03 642.67 610.86 627.03 763.58 655.68 398
4 660.97 644.83 618.63 640.05 740.38 687.62 42
4 660.51 624.86 620.69 643.49 753 717.89 38
2 660.15 625.58 611.52 641.26 762.23 734.44 18
2 660.1 651.82 613.28 619.93 755.37 718.46 39
4 659 620.44 613.06 636.44 766.07 734.26 108
4 658.84 625.53 624.19 642.35 743.29 753.85 156
4 658.8 622.42 625.17 632.13 755.5 697.63 76
4 657.91 608.69 616.87 645.59 760.48 721.82 11
4 657.76 638.72 614.81 629.16 748.34 699.44 72
4 657.59 616.61 619.81 642.56 751.38 704.52 62
3 657.57 636.85 610.04 634.03 749.36 689.93 288
5 656.84 625.54 594.53 630.11 777.2 681.05 19
4 656.42 635.54 619.95 635.91 734.29 756 35
4 655.88 619.56 617.62 641.14 745.19 707.06 34
3 655.83 632.82 621.6 628.96 739.93 720.82 49
4 654.94 634.07 619.86 612.47 753.37 754.62 26
4 654.92 630.57 618.17 618.24 752.69 698.48 105
4 654.91 620.28 610.58 638.62 750.15 744.6 100
4 654.72 639.99 601.06 615.67 762.15 600.55 73
4 654.44 626.36 618.42 631.39 741.58 737.22 36
4 654.14 614.6 611.32 635.56 755.09 689.39 49
4 653.72 630.84 602.25 625.95 755.83 685 97
2 653.54 634.93 610.22 629.23 739.79 714.5 262
4 653.41 628.42 606.65 634.48 744.08 749 20
4 653.3 616.51 604.56 634.92 757.21 496.99 73
2 653.05 636.1 609.33 626.78 739.99 696.44 180
4 652.94 645.8 609.81 623.2 732.94 667.37 19
4 652.35 628.24 608.84 617.74 754.58 718.4 25
4 652.29 625.32 613.11 637.26 733.47 722.22 18
1 652.26 635.53 609.25 620.13 744.12 737.01 107
2 652.14 640.68 620.74 625.63 721.51 720.98 41
4 652.02 608.34 606.16 637.63 755.94 728.66 201
5 651.48 627.74 602.51 623.1 752.55 701.09 128
4 651.01 626.51 592.54 637.67 747.32 734.75 80
4 650.91 618.61 603.66 630.21 751.15 653.87 62
4 650.9 632.18 612.46 634.07 724.88 702.16 37
4 650.48 635.89 599.46 625.96 740.58 707.06 68
5 649.6 617.86 609.02 631.68 739.86 668.22 297
4 649.56 631.36 589.35 623.29 754.22 677.93 58
2 649.41 618.31 620.19 632.73 726.39 736.78 87
4 649.2 618.86 615.51 638.42 724 687.78 18
4 649.14 630.82 609.12 625.73 730.9 698.38 160
4 648.79 635.53 599.2 630.72 729.72 673.6 75
4 648.59 622.84 606.32 610.85 754.33 706.76 71
4 648.57 609.24 626.26 633.02 725.74 774.74 38
4 648.17 624.18 614.89 627.63 725.97 706.72 116
4 648 627.01 602.05 625.82 737.13 723.92 51
2 647.91 643.9 607.09 608.87 731.79 694.75 99
4 647.91 617.17 614.28 627.5 732.69 695.09 106
4 647.88 623.01 615.83 623.05 729.64 661.54 13
5 647.8 620.64 600.41 622.54 747.62 655.52 116
5 647.65 608.44 601.97 637.8 742.39 577.06 34
4 647.42 616.97 600.79 625.08 746.82 581.91 387
5 647.28 624.56 609.62 625.61 729.33 706.1 246
4 647.26 625.82 598 617 748.21 707.02 57
2 647.25 627.18 605.44 630.33 726.06 704.44 36
4 647.19 615.18 611.53 635.7 726.35 683.33 48
4 647.01 631.03 604.15 626.89 725.99 716.71 79
4 646.85 612.28 601.22 633.32 740.58 675.47 53
2 646.5 620.72 597.63 628.45 739.2 684.7 149
5 645.91 616.27 602.4 632.77 732.2 674.37 142
4 645.88 619.4 603.7 629.97 730.45 694 70
4 645.73 624.55 595.14 623.81 739.44 725.42 59
3 645.66 627.73 604.94 624.26 725.71 781.38 130
2 645.58 626.32 611.09 626.15 718.79 687.35 49
4 645.57 610.48 607.11 634.44 730.27 728.98 49
2 645.54 623.64 605.44 624.75 728.33 712.68 224
4 645.4 628.96 608.33 629.78 714.51 702 90
4 645.32 626.02 609.69 630.97 714.59 727.27 11
2 644.97 636.28 603.23 620.94 719.42 711.52 99
4 644.9 619.82 611.28 629.35 719.17 718.28 61
3 644.9 616.24 620.46 639.81 703.09 691.43 35
4 644.82 611.13 622.71 634.26 711.17 639.61 34
4 644.79 619.84 598.45 641.5 719.36 617.5 24
4 644.23 623.37 601.54 624.37 727.65 726.32 19
4 644.11 634.33 601.19 621.76 719.16 702.05 39
5 643.94 618.83 586.57 620 750.36 696.97 66
4 643.9 623.04 607.67 621.66 723.25 644.17 24
4 643.67 605.89 593.16 625.28 750.35 662.14 28
2 643.62 623.33 603.74 617.63 729.78 723.41 123
4 643.09 607.7 606.08 627.15 731.43 684 190
4 642.99 626.77 591.17 623.89 730.15 667.14 28
4 642.8 613.58 603.88 638.72 715.02 721.25 32
4 642.7 616.18 589.34 616.64 748.64 637.45 47
4 642.55 612.66 602.05 631.48 724.02 687.55 53
2 642.5 608.55 613.31 630.7 717.43 726.79 56
4 642.19 628.18 603.52 611.6 725.44 685.6 25
5 642.01 617.36 601.58 608.83 740.28 702.86 21
4 641.76 619.09 605.08 609.84 733.03 679.66 58
4 641.54 605.24 603.2 629.03 728.7 621.43 14
2 641.23 622.07 607.87 621.21 713.76 716.34 82
4 641.21 620.31 594.77 603.65 746.09 697.78 18
4 641.08 616.15 596.87 626.5 724.79 665.93 54
4 640.73 611.94 627.72 628.69 694.58 710 36
4 640.59 607.06 598.29 606.39 750.6 762.73 22
4 640.42 601.98 586.01 643.58 730.09 678.89 18
4 640.37 610.28 609.69 615.74 725.77 641.76 34
4 640.29 619.57 601.11 624.91 715.57 691.67 21
4 640.28 608.19 603.55 627.54 721.86 660.67 30
4 640.23 606.9 595.33 624.74 733.96 444.6 139
3 640.23 618.85 599.39 624.74 717.94 689.11 246
2 639.63 610.06 591.61 620.75 736.11 685.81 93
4 639.58 609.79 606.67 619.19 722.68 667.59 79
2 639.55 621.4 616.33 606.25 714.23 755.83 24
4 639.23 624.62 605.33 612.11 714.86 705.45 99
1 639.04 620.71 599.49 612.03 723.95 714.85 66
3 638.97 608.32 600.06 623.34 724.15 656.45 62
2 638.97 611.22 596.31 621.05 727.29 700.45 222
4 638.91 621.74 602.08 620.8 711.02 686 30
5 638.88 621.39 595.35 612.17 726.61 687.35 117
4 638.79 605.44 596.41 624.41 728.9 692 35
4 638.76 604.91 590.78 618.07 741.28 577.89 57
4 638.71 605.69 608.67 625.11 715.39 736.67 12
5 638.58 614.58 585.56 614.29 739.89 704.48 67
2 638.57 613.83 610.58 631.12 698.73 730.14 69
4 638.35 603.98 598.73 629.64 721.07 700.66 91
4 637.95 609.46 584.45 619.8 738.09 624.71 34
5 637.75 596.24 593.35 624.53 736.87 580.85 118
4 637.72 606.35 599.65 623.82 721.05 707.13 101
5 637.68 613.16 590.19 619.38 727.99 687.93 184
4 637.68 606.12 602.53 631.38 710.7 702.47 73
4 637.18 614.64 594.04 618.14 721.9 680.42 48
4 637.14 602.79 601.15 630.16 714.47 726.15 13
4 636.63 607 571.86 618.07 749.6 713.04 23
4 636.54 608.08 581.3 611.5 745.26 660.68 59
4 636.39 612.7 585.81 627.34 719.7 635.38 26
4 636.37 597.16 604.17 637.13 707 688.18 22
4 635.68 604.66 604.82 626.86 706.38 740.7 57
4 635.65 602.73 597 626.6 716.24 723.64 55
4 635.6 604.78 592.91 615.98 728.73 725.31 64
4 635.5 607.58 597.78 618.89 717.74 700 45
4 635.48 615.02 594.64 620.94 711.32 677.78 45
5 635.32 610.87 575.77 615.88 738.75 655.32 47
4 635.05 610.92 598.91 616.91 713.47 703.7 27
